code_insee,nom_commune,dette_par_habitant,dotations,dotations_par_habitant,annee_fin,commentaire_financier,strate,dotations_par_hab_mediane_strate,commentaire_financier_joli
62040,ARQUES (62),1442.9,1096326.0,111.8,2024,santé financière à surveiller — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel contenus Tendance dette vs strate : hausse alors que la strate est en baisse.,5000-9999 hab,298.7,"Dette : globalement stable, au-dessus de la médiane (+865 € /hab). Épargne brute : en hausse (de 9.4 %) Investissement : en hausse (de 104.3 %) Dotations par habitant : 112 € /hab (au-dessous de la médiane, -187 € /hab)."
62041,ARRAS (62),780.0,19042352.0,434.26,2024,situation globalement saine — dette en baisse depuis 2020 Tendance dette vs strate : baisse plus rapide que la strate.,20 000-49 999 hab,531.1,"Dette : en baisse (de 23.2 %), au-dessus de la médiane (+4 € /hab). Épargne brute : en baisse (de 50.2 %) Investissement : en hausse (de 43.8 %) Dotations par habitant : 434 € /hab (au-dessous de la médiane, -97 € /hab)."
62042,ATHIES (62),0.19,24250.0,22.64,2024,situation globalement saine — dette globalement stable depuis 2020 — niveau de dette/hab inférieur à la strate; frais de personnel élevés Tendance dette vs strate : hausse alors que la strate est en baisse.,500-1999 hab,189.055,"Dette : globalement stable, au-dessous de la médiane (-369 € /hab). Épargne brute : en baisse (de 7.4 %) Investissement : en baisse (de 13.5 %) Dotations par habitant : 23 € /hab (au-dessous de la médiane, -166 € /hab)."
62043,ATTAQUES (62),1073.13,174326.0,83.17,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement faible; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,2000-3499 hab,194.55,"Dette : en baisse (de 28.1 %), au-dessus de la médiane (+626 € /hab). Épargne brute : en hausse (de 9.0 %) Investissement : en baisse (de 32.1 %) Dotations par habitant : 83 € /hab (au-dessous de la médiane, -111 € /hab)."
62044,ATTIN (62),62.02,59087.0,62.73,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 74.3 %), au-dessous de la médiane (-308 € /hab). Épargne brute : en baisse (de 43.7 %) Investissement : en hausse (de 6.1 %) Dotations par habitant : 63 € /hab (au-dessous de la médiane, -126 € /hab)."
62045,AUBIGNY-EN-ARTOIS (62),574.06,416912.0,276.65,2024,santé financière à surveiller — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel élevés; pic de dette en 2022 Tendance dette vs strate : hausse alors que la strate est en baisse.,500-1999 hab,189.055,"Dette : en hausse (de 19.0 %), au-dessus de la médiane (+204 € /hab). Épargne brute : globalement stable Investissement : en hausse (de 125.5 %) Dotations par habitant : 277 € /hab (au-dessus de la médiane, +88 € /hab)."
62046,AUBIN-SAINT-VAAST (62),131.79,119060.0,156.45,2024,santé financière préoccupante — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 57.0 %), au-dessous de la médiane (-238 € /hab). Épargne brute : en baisse (de 245.4 %) Investissement : en hausse (de 130.8 %) Dotations par habitant : 156 € /hab (au-dessous de la médiane, -33 € /hab)."
62047,AUBROMETZ (62),54.74,29530.0,193.01,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 66.1 %), au-dessous de la médiane (-265 € /hab). Épargne brute : en baisse (de 53.7 %) Investissement : en baisse (de 18.7 %) Dotations par habitant : 193 € /hab (au-dessus de la médiane, +17 € /hab)."
62048,AUCHEL (62),1015.16,9091262.0,898.88,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,10 000-19 999 hab,561.23,"Dette : en baisse (de 28.5 %), au-dessus de la médiane (+293 € /hab). Épargne brute : en hausse (de 119.5 %) Investissement : en hausse (de 107.9 %) Dotations par habitant : 899 € /hab (au-dessus de la médiane, +338 € /hab)."
62049,AUCHY-AU-BOIS (62),2.08,131860.0,242.39,2024,situation globalement saine — dette globalement stable depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel contenus Tendance dette vs strate : hausse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 6.5 %), au-dessous de la médiane (-367 € /hab). Épargne brute : en hausse (de 39.0 %) Investissement : en hausse (de 54.1 %) Dotations par habitant : 242 € /hab (au-dessus de la médiane, +53 € /hab)."
62050,AUCHY-LES-HESDIN (62),2063.08,845903.0,535.38,2024,santé financière préoccupante — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement faible; frais de personnel élevés; pic de dette en 2021 Tendance dette vs strate : hausse alors que la strate est en baisse.,500-1999 hab,189.055,"Dette : en hausse (de 36.6 %), au-dessus de la médiane (+1 694 € /hab). Épargne brute : en hausse (de 14.0 %) Investissement : en hausse (de 73.1 %) Dotations par habitant : 535 € /hab (au-dessus de la médiane, +346 € /hab)."
62051,AUCHY-LES-MINES (62),698.16,946072.0,202.98,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,3500-4999 hab,249.06,"Dette : en baisse (de 46.9 %), au-dessus de la médiane (+208 € /hab). Épargne brute : en baisse (de 30.0 %) Investissement : globalement stable Dotations par habitant : 203 € /hab (au-dessous de la médiane, -46 € /hab)."
62052,AUDEMBERT (62),556.41,81787.0,164.89,2024,santé financière à surveiller — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement faible; frais de personnel contenus; pic de dette en 2021 Tendance dette vs strate : comparaison de tendance non disponible.,< 500 hab,176.17,"Dette : au niveau de 556 € /hab, au-dessus de la médiane (+237 € /hab). Épargne brute : en hausse (de 17.0 %) Investissement : en hausse (de 531.6 %) Dotations par habitant : 165 € /hab (au-dessous de la médiane, -11 € /hab)."
62053,AUDINCTHUN (62),1051.78,67633.0,96.9,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé Tendance dette vs strate : évolution proche de la strate.,500-1999 hab,189.055,"Dette : en baisse (de 28.9 %), au-dessus de la médiane (+682 € /hab). Épargne brute : en hausse (de 13.3 %) Investissement : en hausse (de 211.8 %) Dotations par habitant : 97 € /hab (au-dessous de la médiane, -92 € /hab)."
62054,AUDINGHEN (62),850.93,162352.0,171.98,2024,santé financière à surveiller — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement faible; frais de personnel élevés Tendance dette vs strate : hausse alors que la strate est en baisse.,500-1999 hab,189.055,"Dette : globalement stable, au-dessus de la médiane (+481 € /hab). Épargne brute : en baisse (de 27.6 %) Investissement : en hausse (de 42.9 %) Dotations par habitant : 172 € /hab (au-dessous de la médiane, -17 € /hab)."
62055,AUDREHEM (62),319.02,142896.0,257.01,2024,santé financière à surveiller — dette en baisse depuis 2020 — frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 35.1 %), au-dessous de la médiane (-51 € /hab). Épargne brute : en baisse (de 126.8 %) Investissement : en hausse (de 475.8 %) Dotations par habitant : 257 € /hab (au-dessus de la médiane, +68 € /hab)."
62056,AUDRESSELLES (62),1414.05,177296.0,184.68,2024,santé financière à surveiller — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; pic de dette en 2022 Tendance dette vs strate : comparaison de tendance non disponible.,500-1999 hab,189.055,"Dette : au niveau de 1 414 € /hab, au-dessus de la médiane (+1 044 € /hab). Épargne brute : en hausse (de 122.4 %) Investissement : en hausse (de 8211.6 %) Dotations par habitant : 185 € /hab (au-dessous de la médiane, -4 € /hab)."
62057,AUDRUICQ (62),525.83,3837377.0,702.3,2024,situation globalement saine — dette en baisse depuis 2020 — investissement élevé; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,5000-9999 hab,298.7,"Dette : en baisse (de 30.3 %), au-dessous de la médiane (-53 € /hab). Épargne brute : en baisse (de 18.2 %) Investissement : globalement stable Dotations par habitant : 702 € /hab (au-dessus de la médiane, +404 € /hab)."
62058,AUMERVAL (62),465.58,39435.0,191.43,2024,situation globalement saine — dette en baisse depuis 2020 — frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 42.2 %), au-dessus de la médiane (+146 € /hab). Épargne brute : en baisse (de 30.6 %) Investissement : en hausse (de 13.3 %) Dotations par habitant : 191 € /hab (au-dessus de la médiane, +15 € /hab)."
62059,AUTINGUES (62),487.3,40526.0,132.87,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 62.6 %), au-dessus de la médiane (+167 € /hab). Épargne brute : en baisse (de 34.0 %) Investissement : en hausse (de 163.8 %) Dotations par habitant : 133 € /hab (au-dessous de la médiane, -43 € /hab)."
62060,AUXI-LE-CHATEAU (62),656.54,1022624.0,390.61,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement faible; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,2000-3499 hab,194.55,"Dette : en baisse (de 36.5 %), au-dessus de la médiane (+209 € /hab). Épargne brute : en baisse (de 15.7 %) Investissement : en baisse (de 12.6 %) Dotations par habitant : 391 € /hab (au-dessus de la médiane, +196 € /hab)."
62061,AVERDOINGT (62),106.56,22934.0,75.44,2024,santé financière préoccupante — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 43.6 %), au-dessous de la médiane (-213 € /hab). Épargne brute : en baisse (de 370.1 %) Investissement : en hausse (de 300.9 %) Dotations par habitant : 75 € /hab (au-dessous de la médiane, -101 € /hab)."
62062,AVESNES (62),987.05,13492.0,245.31,2024,santé financière préoccupante — dette en hausse préoccupante depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel contenus; pic de dette en 2021 Tendance dette vs strate : hausse alors que la strate est en baisse.,< 500 hab,176.17,"Dette : en hausse (de 120.5 %), au-dessus de la médiane (+667 € /hab). Épargne brute : en hausse (de 152.4 %) Investissement : en baisse (de 23.4 %) Dotations par habitant : 245 € /hab (au-dessus de la médiane, +69 € /hab)."
62063,AVESNES-LE-COMTE (62),384.18,760205.0,416.32,2024,santé financière préoccupante — dette en hausse préoccupante depuis 2020 — frais de personnel élevés; pic de dette en 2022 Tendance dette vs strate : hausse alors que la strate est en baisse.,500-1999 hab,189.055,"Dette : en hausse (de 164.6 %), au-dessus de la médiane (+15 € /hab). Épargne brute : en baisse (de 213.6 %) Investissement : en hausse (de 236.5 %) Dotations par habitant : 416 € /hab (au-dessus de la médiane, +227 € /hab)."
62064,AVESNES-LES-BAPAUME (62),1704.69,11312.0,67.74,2024,santé financière préoccupante — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement faible; frais de personnel contenus Tendance dette vs strate : évolution proche de la strate.,< 500 hab,176.17,"Dette : en baisse (de 23.7 %), au-dessus de la médiane (+1 385 € /hab). Épargne brute : en baisse (de 65.1 %) Investissement : en baisse (de 47.1 %) Dotations par habitant : 68 € /hab (au-dessous de la médiane, -108 € /hab)."
62065,AVION (62),749.82,18115048.0,1016.33,2024,situation globalement saine — dette globalement stable depuis 2020 Tendance dette vs strate : évolution proche de la strate.,10 000-19 999 hab,561.23,"Dette : en baisse (de 8.0 %), au-dessus de la médiane (+27 € /hab). Épargne brute : en baisse (de 9.2 %) Investissement : en hausse (de 42.6 %) Dotations par habitant : 1 016 € /hab (au-dessus de la médiane, +455 € /hab)."
62066,AVONDANCE (62),435.81,6112.0,165.19,2024,santé financière préoccupante — dette en baisse depuis 2020 — investissement faible; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 51.1 %), au-dessus de la médiane (+116 € /hab). Épargne brute : en baisse (de 168.1 %) Investissement : en hausse (de 250.7 %) Dotations par habitant : 165 € /hab (au-dessous de la médiane, -11 € /hab)."
62067,AVROULT (62),303.23,84108.0,145.77,2024,situation globalement saine — dette en baisse depuis 2020 — investissement élevé Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 51.8 %), au-dessous de la médiane (-66 € /hab). Épargne brute : en baisse (de 17.4 %) Investissement : en baisse (de 28.7 %) Dotations par habitant : 146 € /hab (au-dessous de la médiane, -43 € /hab)."
